Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,Sector
KLAC,K L A-Tencor Corp,145.37,20.01,+15.96%,145.76,127.89,2804600,03/13/20,Technology
KMB,Kimberly-Clark Corp,134.18,11.87,+9.70%,134.95,125.23,4477400,03/13/20,Consumer Defensive
KMI,Kinder Morgan,14.78,0.92,+6.64%,15.13,13.22,40427699,03/13/20,Energy
KMX,Carmax Inc,69.19,1.32,+1.94%,72.55,65.12,2560700,03/13/20,Consumer Cyclical
KO,Coca-Cola Company,48.47,1.31,+2.78%,49.56,46.6,33697102,03/13/20,Consumer Defensive
KR,Kroger Company,30.71,1.59,+5.46%,30.98,28.25,16518201,03/13/20,Consumer Defensive
KSS,Kohl's Corp,24.79,1.78,+7.74%,24.9,22.05,9208500,03/13/20,Consumer Cyclical
KSU,Kansas City Southern,127.61,13.06,+11.40%,127.8,118.82,1444900,03/13/20,Industrials
L,Loews Corp,37.01,3.82,+11.51%,37.04,34.17,2900100,03/13/20,Financial Services
LB,L Brands Inc,16.12,0.28,+1.77%,16.92,15.4,9865300,03/13/20,Consumer Cyclical
LDOS,Leidos Holdings Inc,90.31,4.51,+5.26%,90.78,80.0,1866200,03/13/20,Technology
LEG,Leggett & Platt Inc,32.44,2.71,+9.12%,32.47,29.44,1694800,03/13/20,Consumer Cyclical
LEN,Lennar Corp,45.68,-0.74,-1.59%,49.54,42.17,6877000,03/13/20,Consumer Cyclical
LH,Laboratory Corp of America Holdings,151.02,14.13,+10.32%,151.19,134.13,2088700,03/13/20,Healthcare
LHX,L3Harris Technologies Inc,177.63,11.61,+6.99%,178.64,164.48,2287300,03/13/20,Industrials
LIN,Linde Plc,176.5,18.48,+11.69%,177.15,161.35,6387200,03/13/20,Basic Materials
LKQ,LKQ Corp,24.9,1.07,+4.51%,25.56,23.31,3463200,03/13/20,Consumer Cyclical
LLY,Eli Lilly and Company,139.37,13.35,+10.59%,139.37,128.51,6841600,03/13/20,Healthcare
LMT,Lockheed Martin Corp,328.59,17.21,+5.53%,329.16,303.1,3877700,03/13/20,Industrials
LNC,Lincoln National Corp,28.86,5.49,+23.49%,28.86,23.67,4789700,03/13/20,Financial Services
LNT,Alliant Energy Corp,50.9,2.72,+5.65%,51.1,47.55,2375800,03/13/20,Utilities
LOW,Lowe's Companies,96.49,6.57,+7.31%,96.56,88.38,10007000,03/13/20,Consumer Cyclical
LRCX,Lam Research Corp,261.78,23.93,+10.06%,262.94,242.63,2692000,03/13/20,Technology
LUV,Southwest Airlines Company,41.28,5.21,+14.44%,41.28,36.31,14308700,03/13/20,Industrials
LVS,Las Vegas Sands,49.01,4.86,+11.01%,49.1,42.87,12515900,03/13/20,Consumer Cyclical
LW,Lamb Weston Holdings Inc,63.85,0.49,+0.77%,66.36,60.39,2633100,03/13/20,Consumer Defensive
LYB,Lyondellbasell Industries NV,46.84,0.77,+1.67%,50.22,42.03,8541101,03/13/20,Basic Materials
LYV,Live Nation Entertainment,42.85,6.65,+18.37%,43.63,37.77,9856000,03/13/20,Communication Services
M,Macy's Inc,8.03,0.65,+8.81%,8.12,7.28,23638799,03/13/20,Consumer Cyclical
MA,Mastercard Inc,270.01,28.51,+11.81%,270.03,245.5,9934800,03/13/20,Financial Services
MAA,Mid-America Apartment Communities,126.0,8.39,+7.13%,126.97,117.04,1146800,03/13/20,Real Estate
MAR,Marriot Int Cl A,95.61,1.9,+2.03%,100.78,91.6,8552800,03/13/20,Consumer Cyclical
MAS,Masco Corp,39.79,2.41,+6.45%,40.04,36.81,6812100,03/13/20,Industrials
MCD,McDonald's Corp,177.13,7.0,+4.11%,179.47,168.2,8042600,03/13/20,Consumer Cyclical
MCHP,Microchip Technology,69.97,7.65,+12.28%,69.99,62.39,6608300,03/13/20,Technology
MCK,Mckesson Corp,132.57,8.54,+6.89%,132.96,124.02,9345200,03/13/20,Healthcare
MCO,Moody's Corp,213.07,19.73,+10.20%,213.57,194.54,2329300,03/13/20,Financial Services
MDLZ,Mondelez Intl Inc,50.92,3.41,+7.18%,50.94,47.21,15074200,03/13/20,Consumer Defensive
MDT,Medtronic Inc,88.82,4.42,+5.24%,89.88,81.46,13456800,03/13/20,Healthcare
MET,Metlife Inc,31.93,3.63,+12.83%,32.03,29.05,13500899,03/13/20,Financial Services
MGM,MGM Resorts International,15.44,0.18,+1.18%,16.82,14.03,41141602,03/13/20,Consumer Cyclical
MHK,Mohawk Industries,96.48,-0.95,-0.98%,102.73,90.32,1663500,03/13/20,Consumer Cyclical
MKC,Mccormick & Company Inc,135.0,3.82,+2.91%,137.52,128.15,1650100,03/13/20,Consumer Defensive
MKTX,Marketaxess Holdings,343.07,28.34,+9.00%,346.61,318.0,560600,03/13/20,Financial Services
MLM,Martin Marietta Materials,198.25,12.53,+6.75%,198.41,185.13,849900,03/13/20,Basic Materials
MMC,Marsh & Mclennan Companies,98.64,5.64,+6.06%,99.19,91.4,5974000,03/13/20,Financial Services
MMM,3M Company,141.68,8.1,+6.06%,141.69,131.0,6580300,03/13/20,Industrials
MNST,Monster Beverage Cp,62.39,5.0,+8.71%,62.5,58.59,7748600,03/13/20,Consumer Defensive
MO,Altria Group,40.07,3.65,+10.02%,40.2,36.73,16308899,03/13/20,Consumer Defensive
MOS,Mosaic Company,11.01,1.32,+13.62%,11.03,9.01,8048400,03/13/20,Basic Materials
MPC,Marathon Petroleum Corp,24.92,2.03,+8.87%,26.29,22.71,17766799,03/13/20,Energy
MRK,Merck & Company,76.75,2.3,+3.09%,77.23,72.26,24672799,03/13/20,Healthcare
MRO,Marathon Oil Corp,4.53,0.55,+13.82%,4.53,3.71,46499398,03/13/20,Energy
MS,Morgan Stanley,37.5,6.19,+19.77%,37.52,33.07,33305102,03/13/20,Financial Services
MSCI,MSCI Inc,283.4,26.71,+10.41%,285.79,260.6,1536000,03/13/20,Financial Services
MSFT,Microsoft Corp,158.83,19.77,+14.22%,161.91,140.73,92727398,03/13/20,Technology
MSI,Motorola Solutions,154.95,13.58,+9.61%,154.99,144.23,2110900,03/13/20,Technology
MTB,M&T Bank Corp,112.75,10.47,+10.24%,112.98,106.74,2085300,03/13/20,Financial Services
MTD,Mettler-Toledo International,672.64,32.87,+5.14%,680.11,608.07,252400,03/13/20,Healthcare
MU,Micron Technology,42.99,4.18,+10.77%,43.02,38.35,35264699,03/13/20,Technology
MXIM,Maxim Integrated,48.56,3.79,+8.47%,49.06,44.44,4608000,03/13/20,Technology
MYL,Mylan NV Ord Shs,15.05,1.79,+13.50%,15.12,13.57,9134800,03/13/20,Healthcare
NBL,Noble Energy Inc,7.19,0.92,+14.67%,7.38,6.16,17080299,03/13/20,Energy
NCLH,Norwegian Cruise Ord,11.1,1.45,+15.03%,13.6,9.87,43494098,03/13/20,Consumer Cyclical
NDAQ,Nasdaq Inc,96.05,7.42,+8.37%,96.37,85.71,1680900,03/13/20,Financial Services
NEE,Nextera Energy,221.56,12.67,+6.07%,221.99,196.36,7896600,03/13/20,Utilities
NEM,Newmont Mining Corp,39.5,-4.94,-11.12%,46.2,39.39,17784398,03/13/20,Basic Materials
NFLX,Netflix Inc,336.3,21.05,+6.68%,336.42,307.39,9458100,03/13/20,Communication Services
NI,NiSource Inc,25.18,1.16,+4.83%,25.19,23.42,3373500,03/13/20,Utilities
NKE,Nike Inc,75.58,1.38,+1.86%,78.2,71.76,21859500,03/13/20,Consumer Cyclical
NLOK,Nortonlifelock Inc.,17.45,0.19,+1.10%,18.34,16.95,10719500,03/13/20,Technology
NLSN,Nielsen Holdings Plc,15.05,1.41,+10.34%,15.06,13.87,5190900,03/13/20,Industrials
NOC,Northrop Grumman Corp,314.5,24.0,+8.26%,315.64,289.59,2307400,03/13/20,Industrials
NOV,National-Oilwell,10.18,1.48,+17.01%,10.2,8.71,6490200,03/13/20,Energy
NOW,Servicenow Inc,287.67,25.55,+9.75%,288.5,264.84,3038200,03/13/20,Technology
NRG,NRG Energy,28.85,2.25,+8.46%,28.89,25.86,5398100,03/13/20,Utilities
NSC,Norfolk Southern Corp,146.86,13.36,+10.01%,147.35,136.27,3268400,03/13/20,Industrials
NTAP,Netapp Inc,40.8,4.89,+13.62%,40.8,36.78,3833300,03/13/20,Technology
NTRS,Northern Trust Corp,76.05,13.01,+20.64%,76.35,66.34,3533900,03/13/20,Financial Services
NUE,Nucor Corp,35.84,4.07,+12.81%,35.84,32.58,4387900,03/13/20,Basic Materials
NVDA,Nvidia Corp,240.84,24.53,+11.34%,241.02,219.61,15870900,03/13/20,Technology
NVR,NVR Inc,2922.28,-24.92,-0.85%,2998.21,2600.07,58300,03/13/20,Consumer Cyclical
NWL,Newell Rubbermaid Inc,12.96,1.66,+14.69%,12.97,11.45,6614000,03/13/20,Consumer Defensive
NWS,News Cp Cl B,10.61,1.19,+12.63%,10.62,9.68,2137300,03/13/20,Communication Services
NWSA,News Cp Cl A,10.47,1.25,+13.56%,10.5,9.5,6720400,03/13/20,Communication Services
O,Realty Income Corp,71.92,4.18,+6.17%,72.11,67.75,5208500,03/13/20,Real Estate
ODFL,Old Dominion Freig,177.93,10.55,+6.30%,182.43,171.21,1018900,03/13/20,Industrials
OKE,Oneok Inc,30.72,2.26,+7.94%,31.34,26.87,14265200,03/13/20,Energy
OMC,Omnicom Group Inc,62.91,6.36,+11.25%,62.94,55.39,4004700,03/13/20,Communication Services
ORCL,Oracle Corp,47.93,8.13,+20.43%,47.99,43.42,28339400,03/13/20,Technology
ORLY,O'Reilly Automotive,354.3,24.01,+7.27%,354.92,328.71,952400,03/13/20,Consumer Cyclical
OXY,Occidental Petroleum Corp,14.26,2.37,+19.93%,14.56,11.59,64910301,03/13/20,Energy
PAYC,Paycom Software Inc,226.62,34.64,+18.04%,226.65,196.59,1622000,03/13/20,Technology
PAYX,Paychex Inc,71.56,5.1,+7.67%,71.56,65.11,4951000,03/13/20,Industrials
PBCT,People's United Finl,12.86,1.65,+14.72%,12.89,11.58,6731800,03/13/20,Financial Services
PCAR,Paccar Inc,65.13,5.92,+10.00%,65.17,59.4,3727600,03/13/20,Industrials
PEAK,Healthpeak Properties Inc.,28.86,3.74,+14.89%,28.93,24.22,9763600,03/13/20,Real Estate
PEG,Public Service Enterprise Group Inc,44.14,-0.45,-1.01%,47.16,42.23,7933100,03/13/20,Utilities
PEP,Pepsico Inc,127.45,12.11,+10.50%,127.59,115.07,12007601,03/13/20,Consumer Defensive
PFE,Pfizer Inc,32.71,2.69,+8.96%,32.88,30.23,57450699,03/13/20,Healthcare
PFG,Principal Financial Group Inc,35.55,4.57,+14.75%,35.62,31.59,3880400,03/13/20,Financial Services
PG,Procter & Gamble Company,114.07,12.23,+12.01%,114.63,105.41,17378699,03/13/20,Consumer Defensive
PGR,Progressive Corp,78.07,8.45,+12.14%,78.14,71.01,5919100,03/13/20,Financial Services
PH,Parker-Hannifin Corp,140.32,9.92,+7.61%,142.5,128.63,2826600,03/13/20,Industrials
PHM,Pultegroup,30.53,0.04,+0.13%,32.69,28.59,6549100,03/13/20,Consumer Cyclical
PKG,Packaging Corp of America,84.36,6.94,+8.96%,86.11,79.88,1506200,03/13/20,Consumer Cyclical
PKI,Perkinelmer,73.82,3.36,+4.77%,76.08,67.94,1336300,03/13/20,Healthcare
PLD,Prologis Inc,77.82,7.64,+10.89%,78.36,71.4,6021800,03/13/20,Real Estate
PM,Philip Morris International Inc,79.5,7.25,+10.03%,79.79,72.35,11013400,03/13/20,Consumer Defensive
PNC,PNC Bank,106.98,12.26,+12.94%,107.18,99.46,6420100,03/13/20,Financial Services
PNR,Pentair Ltd,35.81,2.14,+6.36%,35.94,32.83,1432900,03/13/20,Industrials
PNW,Pinnacle West Capital Corp,81.57,1.47,+1.84%,84.38,76.88,1233300,03/13/20,Utilities
PPG,PPG Industries,94.19,4.29,+4.77%,95.33,90.11,2716000,03/13/20,Basic Materials
PPL,PPL Corp,27.42,0.79,+2.97%,28.12,25.18,10610100,03/13/20,Utilities
PRGO,Perrigo Company,46.29,5.63,+13.85%,46.3,40.2,1726300,03/13/20,Healthcare
PRU,Prudential Financial Inc,52.92,6.61,+14.27%,52.99,46.64,8143800,03/13/20,Financial Services
PSA,Public Storage,211.34,9.83,+4.88%,213.45,202.76,2419400,03/13/20,Real Estate
PSX,Phillips 66,54.36,7.96,+17.16%,54.4,46.65,6997500,03/13/20,Energy
PVH,Phillips-Van Heusen Corp,50.34,6.09,+13.76%,50.34,42.77,1918600,03/13/20,Consumer Cyclical
PWR,Quanta Services,32.45,2.84,+9.59%,32.45,29.87,2854200,03/13/20,Industrials
PXD,Pioneer Natural Resources Company,70.68,10.0,+16.48%,70.71,60.92,4543800,03/13/20,Energy
PYPL,Paypal Holdings,110.15,13.19,+13.60%,110.6,99.78,19170500,03/13/20,Financial Services
QCOM,Qualcomm Inc,75.81,8.79,+13.12%,76.67,67.26,15971399,03/13/20,Technology
QRVO,Qorvo Inc,83.8,6.98,+9.09%,85.66,77.37,2306500,03/13/20,Technology
RCL,Royal Caribbean Cruises Ltd,32.33,2.06,+6.81%,37.34,28.61,27482900,03/13/20,Consumer Cyclical
RE,Everest Re Group,213.09,12.27,+6.11%,214.26,200.78,704100,03/13/20,Financial Services
REG,Regency Centers Corp,55.25,3.61,+6.99%,55.48,51.45,2677800,03/13/20,Real Estate
REGN,Regeneron Pharmaceuticals,465.55,33.66,+7.79%,466.04,418.01,1380700,03/13/20,Healthcare
RF,Regions Financial Corp,9.98,0.52,+5.50%,10.58,9.58,28002000,03/13/20,Financial Services
RHI,Robert Half International Inc,47.23,3.67,+8.43%,47.28,44.21,1719400,03/13/20,Industrials
RJF,Raymond James Financial,72.33,11.52,+18.94%,72.52,64.0,2892900,03/13/20,Financial Services
RL,Ralph Lauren Corp,83.67,4.0,+5.02%,84.99,76.65,1548900,03/13/20,Consumer Cyclical
RMD,Resmed Inc,149.73,13.61,+10.00%,149.79,136.24,1231000,03/13/20,Healthcare
ROK,Rockwell Automation Inc,166.18,16.59,+11.09%,166.35,152.28,2179400,03/13/20,Industrials
ROL,Rollins Inc,37.82,3.45,+10.04%,37.82,34.68,2099100,03/13/20,Consumer Cyclical
ROP,Roper Industries,313.52,22.58,+7.76%,313.52,292.01,756300,03/13/20,Industrials
ROST,Ross Stores Inc,92.83,1.48,+1.62%,97.13,87.48,4298300,03/13/20,Consumer Cyclical
RSG,Republic Services,84.98,5.39,+6.77%,84.99,78.8,2672400,03/13/20,Industrials
RTN,Raytheon Company,149.85,5.74,+3.98%,156.0,140.21,4592400,03/13/20,Industrials
SBAC,SBA Communications,281.89,17.93,+6.79%,282.7,265.75,1530100,03/13/20,Real Estate
SBUX,Starbucks Corp,69.92,7.82,+12.59%,70.18,63.51,19247100,03/13/20,Consumer Cyclical
SCHW,The Charles Schwab Corp,33.87,5.44,+19.13%,33.9,30.04,26153201,03/13/20,Financial Services
SEE,Sealed Air Corp,25.5,0.92,+3.74%,26.39,24.13,2942700,03/13/20,Consumer Cyclical
SHW,Sherwin-Williams Company,499.33,16.69,+3.46%,505.46,462.87,1424600,03/13/20,Basic Materials
SIVB,Svb Financial Group,156.67,19.71,+14.39%,157.07,140.37,971100,03/13/20,Financial Services
SJM,J.M. Smucker Company,103.05,3.78,+3.81%,104.44,98.27,1955900,03/13/20,Consumer Defensive
SLB,Schlumberger N.V.,16.16,1.74,+12.07%,16.17,14.32,29182000,03/13/20,Energy
SLG,SL Green Realty Corp,65.92,5.92,+9.87%,66.15,61.01,1516300,03/13/20,Real Estate
SNA,Snap-On Inc,126.22,7.4,+6.23%,126.97,116.57,1055300,03/13/20,Industrials
SNPS,Synopsys Inc,129.88,10.73,+9.01%,129.97,116.46,2032200,03/13/20,Technology
SO,Southern Company,53.97,1.78,+3.41%,55.19,51.0,9862300,03/13/20,Utilities
SPG,Simon Property Group,89.77,6.28,+7.52%,91.27,81.6,7038700,03/13/20,Real Estate
SPGI,S&P Global Inc,248.1,26.64,+12.03%,249.92,225.68,3394400,03/13/20,Financial Services
SRE,Sempra Energy,106.92,2.65,+2.54%,109.98,98.16,3748200,03/13/20,Utilities
STE,Steris Corp,136.29,5.23,+3.99%,137.47,127.27,900300,03/13/20,Healthcare
STT,State Street Corp,58.86,10.74,+22.32%,59.02,50.51,5751700,03/13/20,Financial Services
STX,Seagate Tech Ord Shs,48.93,4.38,+9.83%,48.98,44.22,5238500,03/13/20,Technology
STZ,Constellation Brands Inc,132.98,1.55,+1.18%,143.24,122.37,3842400,03/13/20,Consumer Defensive
SWK,Stanley Black & Decker Inc,109.09,4.35,+4.15%,111.51,99.62,2419400,03/13/20,Industrials
SWKS,Skyworks Solutions,83.0,2.45,+3.04%,87.0,78.82,5730500,03/13/20,Technology
SYF,Synchrony Financial,24.13,2.46,+11.35%,24.16,22.22,13296700,03/13/20,Financial Services
SYK,Stryker Corp,164.3,10.05,+6.52%,165.95,152.0,4716800,03/13/20,Healthcare
SYY,Sysco Corp,47.07,3.56,+8.18%,49.42,43.26,15153500,03/13/20,Consumer Defensive
T,AT&T Inc,34.47,3.14,+10.02%,34.61,31.85,64688703,03/13/20,Communication Services
TAP,Molson Coors Brewing Company,42.56,4.16,+10.83%,42.58,37.85,4338400,03/13/20,Consumer Defensive
TDG,Transdigm Group Inc,414.72,7.71,+1.89%,441.39,397.87,1382000,03/13/20,Industrials
TEL,Te Connectivity Ltd,70.21,2.61,+3.86%,72.65,65.47,4747700,03/13/20,Technology
TFC,Truist Financial Corp.,33.83,3.61,+11.95%,34.14,30.64,12391300,03/13/20,Financial Services
TFX,Teleflex Inc,318.42,20.71,+6.96%,319.25,295.64,353800,03/13/20,Healthcare
TGT,Target Corp,101.02,8.4,+9.07%,105.14,92.53,9267101,03/13/20,Consumer Defensive
TIF,Tiffany & Company,127.94,0.46,+0.36%,129.27,125.93,4844100,03/13/20,Consumer Cyclical
TJX,TJX Companies,51.57,2.21,+4.48%,52.13,47.6,11254500,03/13/20,Consumer Cyclical
TMO,Thermo Fisher Scientific Inc,300.12,15.8,+5.56%,301.15,272.21,4534400,03/13/20,Healthcare
TMUS,T-Mobile US,85.39,8.63,+11.24%,85.52,76.61,7401700,03/13/20,Communication Services
TPR,Tapestry Inc,16.23,1.22,+8.13%,16.23,14.06,9506100,03/13/20,Consumer Cyclical
TROW,T Rowe Price Group,107.33,15.6,+17.01%,107.36,95.01,3063400,03/13/20,Financial Services
TRV,The Travelers Companies Inc,107.45,5.27,+5.16%,107.55,99.19,3602200,03/13/20,Financial Services
TSCO,Tractor Supply Company,76.21,-0.3,-0.39%,81.18,71.09,2399600,03/13/20,Consumer Cyclical
TSN,Tyson Foods,52.51,0.71,+1.37%,54.51,49.23,4585500,03/13/20,Consumer Defensive
TT,Trane Technologies Plc,103.44,7.11,+7.38%,104.65,96.37,2770400,03/13/20,Industrials
TTWO,Take-Two Interacti,116.62,8.26,+7.62%,116.73,109.42,2637100,03/13/20,Communication Services
TWTR,Twitter Inc,29.29,2.51,+9.37%,29.41,26.4,29059100,03/13/20,Communication Services
TXN,Texas Instruments,106.04,8.51,+8.73%,107.47,98.46,16040199,03/13/20,Technology
TXT,Textron Inc,29.12,4.06,+16.20%,29.14,26.07,3710200,03/13/20,Industrials
UA,Under Armour Inc Cl C,9.48,0.73,+8.34%,9.49,8.77,3825200,03/13/20,Consumer Cyclical
UAA,Under Armour,10.81,1.12,+11.56%,10.82,9.84,7101900,03/13/20,Consumer Cyclical
UAL,United Continental Holdings,41.64,4.56,+12.30%,42.49,34.0,24135199,03/13/20,Industrials
UDR,United Dominion Realty Trust,44.66,3.39,+8.21%,44.76,41.2,3449900,03/13/20,Real Estate
UHS,Universal Health Services,105.09,5.29,+5.30%,105.97,97.58,1024800,03/13/20,Healthcare
ULTA,Ulta Beauty Inc,207.06,8.52,+4.29%,229.25,193.65,2502800,03/13/20,Consumer Cyclical
UNH,Unitedhealth Group Inc,272.04,21.63,+8.64%,273.22,242.27,9308400,03/13/20,Healthcare
UNM,Unumprovident Corp,15.51,1.94,+14.30%,15.51,13.84,6192700,03/13/20,Financial Services
UNP,Union Pacific Corp,143.85,11.8,+8.94%,143.85,134.81,7886400,03/13/20,Industrials
UPS,United Parcel Service,94.23,8.06,+9.35%,94.6,87.51,10918800,03/13/20,Industrials
URI,United Rentals,91.01,7.78,+9.35%,91.56,83.01,2487200,03/13/20,Industrials
USB,U.S. Bancorp,37.1,5.49,+17.37%,37.15,32.96,20211400,03/13/20,Financial Services
UTX,United Technologies Corp,105.4,2.9,+2.83%,110.77,98.55,16771301,03/13/20,Industrials
V,Visa Inc,175.83,15.75,+9.84%,176.32,162.21,19948801,03/13/20,Financial Services
VAR,Varian Medical Systems,113.14,8.89,+8.53%,113.77,106.23,2243500,03/13/20,Healthcare
VFC,V.F. Corp,59.54,4.19,+7.57%,59.63,54.95,3136200,03/13/20,Consumer Cyclical
VIAC,Viacomcbs Inc. Cl B,16.4,0.26,+1.61%,17.92,15.59,17399801,03/13/20,Communication Services
VLO,Valero Energy Corp,49.9,5.94,+13.51%,49.99,41.74,9700601,03/13/20,Energy
VMC,Vulcan Materials Company,109.77,2.65,+2.47%,112.92,102.29,2147400,03/13/20,Basic Materials
VNO,Vornado Realty Trust,44.23,1.57,+3.68%,45.41,40.49,3626100,03/13/20,Real Estate
VRSK,Verisk Analytics Inc,145.61,6.12,+4.39%,147.99,133.6,1761700,03/13/20,Industrials
VRSN,Verisign Inc,182.62,16.95,+10.23%,182.68,166.29,1016500,03/13/20,Technology
VRTX,Vertex Pharmaceutic,220.86,16.8,+8.23%,221.47,200.76,3813300,03/13/20,Healthcare
VTR,Ventas Inc,33.33,5.96,+21.78%,33.8,27.06,11016700,03/13/20,Real Estate
VZ,Verizon Communications Inc,54.17,2.97,+5.80%,54.37,51.45,45743898,03/13/20,Communication Services
WAB,Wabtec Corp,54.95,1.68,+3.15%,57.29,52.56,3887700,03/13/20,Industrials
WAT,Waters Corp,184.48,17.43,+10.43%,185.62,166.14,1024800,03/13/20,Healthcare
WBA,Walgreens Boots Alliance,46.19,5.17,+12.60%,46.31,41.35,11181100,03/13/20,Healthcare
WDC,Western Digital Cp,41.82,2.71,+6.93%,43.13,38.38,8374899,03/13/20,Technology
WEC,Wisconsin Energy Corp,99.42,7.78,+8.49%,99.55,92.24,3546900,03/13/20,Utilities
WELL,Welltower Inc,51.28,5.33,+11.60%,52.32,44.62,9208000,03/13/20,Real Estate
WFC,Wells Fargo & Company,30.89,3.69,+13.57%,31.75,27.77,78365602,03/13/20,Financial Services
WHR,Whirlpool Corp,115.43,12.64,+12.30%,115.79,103.33,2186900,03/13/20,Consumer Cyclical
WLTW,Willis Towers WT,180.04,7.24,+4.19%,182.51,169.92,1989400,03/13/20,Financial Services
WM,Waste Management,105.32,7.58,+7.76%,105.32,97.36,5971300,03/13/20,Industrials
WMB,Williams Companies,15.81,2.52,+18.96%,15.81,13.83,28506199,03/13/20,Energy
WMT,Wal-Mart Stores,114.1,10.05,+9.66%,114.59,103.88,14320700,03/13/20,Consumer Defensive
WRB,W.R. Berkley Corp,56.18,4.73,+9.19%,56.4,50.54,1574000,03/13/20,Financial Services
WRK,Westrock Company,25.87,3.79,+17.16%,25.9,22.61,5029700,03/13/20,Consumer Cyclical
WU,Western Union Company,22.13,1.45,+7.01%,22.39,21.35,20301699,03/13/20,Financial Services
WY,Weyerhaeuser Company,21.92,3.26,+17.47%,21.92,18.66,9280300,03/13/20,Real Estate
WYNN,Wynn Resorts Ltd,72.52,4.5,+6.62%,77.82,64.15,6976200,03/13/20,Consumer Cyclical
XEL,XCEL Energy Inc,66.84,5.55,+9.06%,66.85,61.0,5724700,03/13/20,Utilities
XLNX,Xilinx Inc,76.54,7.56,+10.96%,76.78,68.42,6500900,03/13/20,Technology
XOM,Exxon Mobil Corp,38.12,0.94,+2.53%,40.14,35.0,79891500,03/13/20,Energy
XRAY,Dentsply Sirona Inc,40.46,0.53,+1.33%,42.25,38.02,2813700,03/13/20,Healthcare
XRX,Xerox Corp,23.96,0.06,+0.25%,25.98,22.07,3338300,03/13/20,Technology
XYL,Xylem Inc,72.12,7.3,+11.26%,72.21,64.0,1517700,03/13/20,Industrials
YUM,Yum! Brands,78.46,0.01,+0.01%,82.25,75.86,3754500,03/13/20,Consumer Cyclical
ZBH,Zimmer Biomet Holdings,97.8,-4.23,-4.15%,108.1,93.94,4476800,03/13/20,Healthcare
ZBRA,Zebra Technologies,184.02,22.51,+13.94%,184.1,163.45,659300,03/13/20,Technology
ZION,Zions Bancorp,29.42,1.82,+6.59%,29.84,27.67,10178200,03/13/20,Financial Services
ZTS,Zoetis Inc Cl A,125.48,5.2,+4.32%,125.78,117.29,4073400,03/13/20,Healthcare
