,Date,Sector,High,Low,Open,Close,Volume,Adj Close,daily_returns,daily_cum_returns
0,2019-12-17,Basic Materials,41.90945934604954,40.969486352559684,41.34783835024447,41.569189290742614,776543.2432432432,41.420878461889316,1.5907026282662227,3.698326524663871
1,2019-12-17,Communication Services,25.035624727606773,24.540624797344208,24.707500264048576,24.884374797344208,563950.0,24.789331793785095,-0.027241997161727205,2.213912393600376
2,2019-12-17,Consumer Cyclical,39.61596485165989,38.55148236891802,39.0128233054105,39.2608234910404,916957.6470588235,39.14285012413474,2.589159994749698,3.492955897732576
3,2019-12-17,Consumer Defensive,60.175769585829514,58.94807745860173,59.47076887350816,59.75346192946801,421976.92307692306,59.59230002990136,13.966377909961587,5.316144408028145
4,2019-12-17,Energy,14.637928551151639,14.003428508838018,14.15928554676828,14.385476261377335,4165785.714285714,14.374680588642756,2.5265223244397608,1.2798466685329886
5,2019-12-17,Financial Services,38.15205865747788,37.422611775117765,37.63929396236644,37.9974115932689,376083.5294117647,37.792610263824464,5.663932069201725,3.38055270169178
6,2019-12-17,Healthcare,38.14632891246251,37.22092858212335,37.77042871713638,37.87114254065922,467950.0,37.85047160897936,3.5195341372251536,3.369318799985287
7,2019-12-17,Industrials,48.89442529323253,47.8637234327641,48.25510628172692,48.52382959457154,316726.59574468085,48.35170225640561,3.6432328033271846,4.317066777817545
8,2019-12-17,Real Estate,25.40289468723431,24.91917540315996,25.25894724695306,25.111754593096283,940607.0175438597,24.814407971867343,3.703723069717406,2.2341419132073415
9,2019-12-17,Technology,42.80806233286857,41.73846251368523,42.37862483263016,42.33825005292893,483510.0,42.290581792593,4.182365390696933,3.7667483020523718
10,2019-12-17,Utilities,59.93333371480306,59.22166760762533,59.3883326848348,59.56833267211914,412416.6666666667,59.34742418924967,2.0677312519626763,5.29967383319551
11,2019-12-18,Basic Materials,41.92781078493273,41.02405394090189,41.68324333912617,41.51729710682018,677970.2702702703,41.36960182318816,0.0025877608288344687,3.693709782228005
12,2019-12-18,Communication Services,25.205000162124634,24.686250254511833,24.91937531530857,24.931249737739563,712793.75,24.8357195854187,0.002225102183916146,2.2180827620478736
13,2019-12-18,Consumer Cyclical,39.94117662345662,38.839447088802565,39.36317662631764,39.5766469226164,821234.1176470588,39.45710189482745,0.010911273860699561,3.521054068373784
14,2019-12-18,Consumer Defensive,60.475001060045685,59.21076943324162,59.88653788199792,59.991922690318184,393061.53846153844,59.82990743563725,0.009582671647628715,5.337359778642556
15,2019-12-18,Energy,14.72638094709033,14.21880950672286,14.352142962671461,14.490714223611922,3966240.476190476,14.479534691288357,0.018669281070934365,1.2892094767516329
16,2019-12-18,Financial Services,38.31805878807516,37.532435299368466,38.10282357720768,37.81817637611838,456043.5294117647,37.614337427475874,-0.0035630432987183167,3.3646065076704
17,2019-12-18,Healthcare,38.443499766077316,37.49257150888443,37.92957142761775,38.09307166678565,784392.8571428572,38.07359308685575,0.0023712140824340604,3.3890633845622986
18,2019-12-18,Industrials,48.8747340770478,47.84510656366957,48.63212769335889,48.453936097469736,324364.89361702127,48.28172828288788,0.00017371746676416035,4.310848495030617
19,2019-12-18,Real Estate,25.52114024287776,25.01105266704894,25.163508912973235,25.363684286151017,1023680.701754386,25.063655230036954,0.009336891235433856,2.256555587423071
20,2019-12-18,Technology,42.60166668008875,41.52512322531806,42.05753078578431,42.14432125915716,463439.5061728395,42.096925770794904,0.0066946279740931905,3.749494850297853
21,2019-12-18,Utilities,60.31499989827474,59.41833305358887,59.683332443237305,60.17833264668783,477133.3333333333,59.95488293965658,0.01028579513729729,5.353944294671507
22,2019-12-19,Basic Materials,41.8725680789432,41.15986490894009,41.522162508320164,41.56918926496763,740867.5675675676,41.421707050220384,0.0008452404189088769,3.6983265223707225
23,2019-12-19,Communication Services,25.29062506556511,24.68750011920929,24.96062481403351,25.083750218153,697656.25,24.987473636865616,0.006705034997073027,2.231650420723926
