Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,Sector
PPBI,Pacific Premier Bncp,19.9,1.86,+10.31%,20.07,18.06,833300,03/13/20,Financial Services
PRA,Pro-Assurance Corp,21.86,1.59,+7.84%,21.88,19.96,302700,03/13/20,Financial Services
PRAA,Pra Group Inc,32.58,1.1,+3.49%,33.78,30.84,769600,03/13/20,Financial Services
PRDO,Perdoceo Education Corp.,11.03,0.65,+6.26%,11.06,9.84,1260300,03/13/20,Consumer Defensive
PRFT,Perficient Inc,36.79,0.86,+2.39%,38.74,35.46,516800,03/13/20,Technology
PRGS,Progress Software,32.4,1.1,+3.51%,33.4,30.1,650900,03/13/20,Technology
PRLB,Proto Labs Inc,73.2,3.47,+4.98%,76.14,69.77,386500,03/13/20,Industrials
PRSC,Providence Svc Cp,50.5,2.39,+4.97%,50.5,46.87,136400,03/13/20,Healthcare
PSMT,Pricesmart Inc,46.39,2.66,+6.08%,48.95,42.92,197900,03/13/20,Consumer Defensive
PUMP,Propetro Holding Corp,3.76,-0.24,-6.00%,4.08,3.09,3783400,03/13/20,Energy
PVAC,Penn VA Corp,4.1,-0.07,-1.68%,4.55,3.19,1139700,03/13/20,Energy
QEP,Qep Resources,0.86,0.33,+61.38%,0.87,0.48,20224398,03/13/20,Energy
QLYS,Qualys Inc,71.35,3.35,+4.93%,73.9,66.86,489200,03/13/20,Technology
QNST,Quinstreet Inc,8.58,0.45,+5.54%,9.23,7.84,981600,03/13/20,Communication Services
RAVN,Raven Industries Inc,24.26,2.44,+11.18%,24.26,21.63,204200,03/13/20,Industrials
RC,Ready Capital Corp,10.74,0.37,+3.57%,10.87,9.54,613200,03/13/20,Real Estate
RCII,Rent-A-Center Inc,17.2,1.42,+9.00%,17.25,16.2,1191000,03/13/20,Industrials
RDNT,Radnet Inc,14.78,-0.39,-2.57%,15.96,13.84,662300,03/13/20,Healthcare
RECN,Resources Connect,10.39,0.37,+3.69%,10.58,9.8,191900,03/13/20,Industrials
REGI,Renewable Energy,28.5,9.09,+46.83%,28.5,19.26,1170400,03/13/20,Energy
REI,Ring Energy Inc,0.87,0.13,+17.15%,0.87,0.72,649600,03/13/20,Energy
RES,RPC Inc,2.05,-0.07,-3.30%,2.32,1.9,2816900,03/13/20,Energy
REX,Rex American Resources Corp,49.88,10.34,+26.15%,49.97,42.04,111300,03/13/20,Energy
RGNX,Regenxbio Inc,28.85,1.6,+5.87%,29.15,24.21,1254800,03/13/20,Healthcare
RGR,Sturm Ruger & Company,44.95,1.35,+3.10%,45.24,41.35,379800,03/13/20,Industrials
RGS,Regis Corp,9.21,-0.13,-1.39%,10.08,9.1,376400,03/13/20,Consumer Cyclical
RLGY,Realogy Holdings Corp,5.51,0.0,0.00%,6.01,5.07,3003000,03/13/20,Real Estate
RMAX,Re/Max Holdings Inc,27.35,3.79,+16.09%,27.35,23.57,413100,03/13/20,Real Estate
RMBS,Rambus Inc,10.33,0.59,+6.06%,10.72,9.59,1435800,03/13/20,Technology
ROCK,Gibraltar Ind Inc,40.85,-0.43,-1.04%,43.0,39.58,586100,03/13/20,Industrials
ROG,Rogers Corp,95.78,10.42,+12.21%,95.78,85.67,205400,03/13/20,Technology
ROIC,Retail Opp Invts Cp,12.59,0.56,+4.66%,12.59,11.1,2225000,03/13/20,Real Estate
RPT,Ramco-Gershenson Properties Trust,10.43,0.57,+5.78%,10.44,9.85,943000,03/13/20,Real Estate
RRC,Range Resources Corp,2.82,0.75,+36.23%,3.05,1.97,31865600,03/13/20,Energy
RRD,Donnelley [R.R.] & Sons Company,1.7,0.4,+30.77%,1.73,1.4,846900,03/13/20,Industrials
RRGB,Red Robin Gourmet Burgers Inc,9.17,1.26,+15.93%,9.33,7.75,860300,03/13/20,Consumer Cyclical
RUN,Sunrun Inc,11.2,-0.48,-4.11%,13.38,10.25,4773200,03/13/20,Technology
RUTH,Ruth's Hospitality,12.43,0.55,+4.63%,13.26,11.76,634600,03/13/20,Consumer Cyclical
RWT,Redwood Trust,12.56,-0.41,-3.16%,13.55,11.25,2783400,03/13/20,Real Estate
RYAM,Rayonier Advanced Materials Inc,1.22,0.22,+22.00%,1.33,1.1,1206800,03/13/20,Basic Materials
SAFE,Safehold Inc,51.14,4.68,+10.07%,51.61,45.84,302000,03/13/20,Real Estate
SAFT,Safety Ins Group Inc,76.54,8.17,+11.95%,76.54,69.51,156900,03/13/20,Financial Services
SAH,Sonic Automotive,18.2,0.9,+5.20%,18.43,16.58,544400,03/13/20,Consumer Cyclical
SAIA,Saia Inc,74.58,7.79,+11.66%,74.6,65.53,367300,03/13/20,Industrials
SANM,Sanmina Corp,21.18,1.3,+6.54%,22.15,19.45,875100,03/13/20,Technology
SBCF,Seacoast Banking Cp,20.17,1.79,+9.74%,20.22,18.34,363100,03/13/20,Financial Services
SBSI,Southside Bancshares,28.74,3.7,+14.78%,28.75,25.7,277100,03/13/20,Financial Services
SCHL,Scholastic Cp,29.82,2.38,+8.67%,29.84,28.1,338200,03/13/20,Communication Services
SCL,Stepan Company,82.99,11.64,+16.31%,83.24,73.69,193500,03/13/20,Basic Materials
SCSC,Scansource Inc,18.34,1.41,+8.33%,19.14,16.66,229600,03/13/20,Technology
SCVL,Shoe Carnival Inc,22.92,0.01,+0.04%,24.48,21.62,216200,03/13/20,Consumer Cyclical
SEM,Select Medical Holdings Corp,18.99,1.47,+8.39%,19.01,16.95,1445000,03/13/20,Healthcare
SENEA,Seneca Foods Cp A,33.79,4.22,+14.27%,34.5,29.55,44000,03/13/20,Consumer Defensive
SFBS,Servisfirst Bancs,28.86,3.12,+12.12%,28.91,26.0,349700,03/13/20,Financial Services
SFNC,Simmons First Natl,17.09,1.87,+12.29%,17.09,15.29,1171300,03/13/20,Financial Services
SGH,Smart Global Holdings Inc,19.51,1.12,+6.09%,20.12,16.98,424700,03/13/20,Technology
SHAK,Shake Shack Inc,38.7,2.49,+6.88%,39.33,36.19,2831600,03/13/20,Consumer Cyclical
SHEN,Shenandoah Telecom,44.06,4.74,+12.05%,44.06,38.73,283100,03/13/20,Communication Services
SHOO,Steven Maddens Ltd,27.77,0.95,+3.54%,28.4,25.17,1202500,03/13/20,Consumer Cyclical
SIG,Signet Jewelers Ltd,14.18,1.06,+8.08%,14.72,12.68,2371500,03/13/20,Consumer Cyclical
SJI,South Jersey Industries,24.58,1.57,+6.82%,24.76,22.76,1352600,03/13/20,Utilities
SKT,Tanger Factory Outlet Centers,8.95,0.27,+3.11%,9.29,8.28,4442400,03/13/20,Real Estate
SKYW,Skywest Inc,27.4,1.24,+4.74%,28.7,24.29,1197300,03/13/20,Industrials
SLCA,U.S. Silica Holdings Inc,1.26,0.08,+6.78%,1.37,1.17,3241000,03/13/20,Energy
SM,Sm Energy Company,2.33,0.61,+35.47%,2.34,1.65,13521700,03/13/20,Energy
SMP,Standard Motor Products,40.59,3.36,+9.02%,40.89,37.97,183600,03/13/20,Consumer Cyclical
SNBR,Sleep Number Corp,35.68,-0.6,-1.65%,38.34,33.33,783700,03/13/20,Consumer Cyclical
SPOK,Spok Holdings Inc,9.4,0.61,+6.94%,9.4,8.82,206800,03/13/20,Communication Services
SPPI,Spectrum Pharma Inc,2.33,0.2,+9.39%,2.34,1.94,1966800,03/13/20,Healthcare
SPSC,Sps Commerce Inc,45.19,3.65,+8.79%,45.23,41.05,351600,03/13/20,Technology
SPTN,Spartannash Company,10.43,1.08,+11.55%,10.43,9.0,801200,03/13/20,Consumer Defensive
SPXC,SPX Corp,36.65,2.27,+6.60%,36.86,34.59,364700,03/13/20,Industrials
SRDX,Surmodics Inc,26.03,-0.25,-0.95%,28.03,25.41,126600,03/13/20,Healthcare
SSD,Simpson Manufacturing Company,69.61,4.65,+7.16%,69.85,64.94,588900,03/13/20,Industrials
SSP,E.W. Scripps Company,9.81,1.9,+24.02%,9.81,7.94,903300,03/13/20,Communication Services
SSTK,Shutterstock Inc,33.8,3.82,+12.74%,33.8,31.45,491700,03/13/20,Communication Services
STAR,Istar Financial Inc,13.13,0.78,+6.32%,13.22,11.73,1527100,03/13/20,Real Estate
STBA,S&T Bancorp Inc,27.26,2.52,+10.19%,27.26,25.01,293400,03/13/20,Financial Services
STC,Stewart Information Services Corp,33.12,4.33,+15.04%,33.2,29.4,202400,03/13/20,Financial Services
STMP,Stamps.com Inc,114.9,6.15,+5.66%,116.51,106.4,395600,03/13/20,Technology
STRA,Strayer Education,158.09,16.29,+11.49%,158.5,139.59,183600,03/13/20,Consumer Defensive
SUPN,Supernus Pharm,16.36,0.35,+2.19%,16.93,15.34,1235100,03/13/20,Healthcare
SWM,Schweitzer-Mauduit International,28.18,2.13,+8.18%,28.19,25.55,347400,03/13/20,Basic Materials
SWN,Southwestern Energy Company,1.77,0.29,+19.59%,1.93,1.38,62125500,03/13/20,Energy
SXC,Suncoke Energy Inc,3.67,0.82,+28.77%,3.69,2.86,1169300,03/13/20,Basic Materials
SXI,Standex International Corp,46.2,4.47,+10.71%,46.2,41.6,81900,03/13/20,Industrials
SYKE,Sykes Enterprises,25.6,1.02,+4.15%,26.55,24.56,358400,03/13/20,Technology
TALO,Talos Energy Inc,6.8,-0.93,-12.03%,7.85,5.9,1227900,03/13/20,Energy
TBI,Trueblue Inc,12.99,0.95,+7.89%,12.99,12.04,395400,03/13/20,Industrials
TBK,Triumph Bancorp,22.86,2.77,+13.79%,22.98,20.67,261700,03/13/20,Financial Services
TCMD,Tactile Systems Technology Inc,39.88,1.34,+3.48%,41.44,36.48,284900,03/13/20,Healthcare
TG,Tredegar Corp,13.0,1.68,+14.84%,13.0,11.51,211700,03/13/20,Basic Materials
TGI,Triumph Group,9.08,0.27,+3.06%,9.8,6.42,2537700,03/13/20,Industrials
THRM,Gentherm Inc,35.67,1.77,+5.22%,36.52,32.96,238000,03/13/20,Consumer Cyclical
TILE,Interface Inc,9.74,0.71,+7.86%,9.84,8.82,651500,03/13/20,Consumer Cyclical
TISI,Team Inc,8.42,0.73,+9.49%,8.94,7.8,429300,03/13/20,Industrials
TIVO,Tivo Corp,6.02,0.08,+1.35%,6.41,5.65,1523200,03/13/20,Technology
TLRD,Tailored Brands Inc,2.06,0.04,+1.98%,2.26,1.4,5440800,03/13/20,Consumer Cyclical
TMP,Tompkinstrustco,68.24,6.49,+10.51%,68.24,62.14,66700,03/13/20,Financial Services
TMST,Timken Steel Corp,3.78,0.32,+9.25%,4.15,3.55,477000,03/13/20,Basic Materials
TNC,Tennant Company,59.24,5.62,+10.48%,59.24,53.85,115400,03/13/20,Industrials
TPRE,Third Point Reinsurance Ltd Company,7.47,0.61,+8.89%,7.48,6.89,916100,03/13/20,Financial Services
TRHC,Tabula Rasa Healthcare Inc,43.69,5.01,+12.95%,43.69,37.06,436200,03/13/20,Healthcare
TRST,Trustco Bank Corp NY,5.85,0.77,+15.16%,5.86,5.1,635200,03/13/20,Financial Services
TSE,Trinseo S.A.,16.86,2.23,+15.24%,16.89,15.02,725200,03/13/20,Basic Materials
TTEC,Teletech Hlds,33.85,0.89,+2.70%,35.1,31.93,231000,03/13/20,Technology
TTGT,Techtarget Inc,19.91,1.75,+9.64%,20.03,18.44,601600,03/13/20,Communication Services
TTI,Tetra Technologies,0.42,0.05,+13.51%,0.45,0.37,835500,03/13/20,Energy
TTMI,TTM Technologies,10.11,0.36,+3.69%,10.5,9.02,3021300,03/13/20,Technology
TUP,Tupperware Corp,2.05,-0.22,-9.69%,2.6,1.91,3032700,03/13/20,Consumer Cyclical
TVTY,Tivity Health,4.36,-0.57,-11.56%,5.59,4.22,5186000,03/13/20,Healthcare
TWI,Titan International,1.86,-0.06,-3.12%,2.08,1.72,653600,03/13/20,Industrials
UBA,Urstadt Biddle Properties Inc,16.7,2.63,+18.69%,16.7,14.34,193100,03/13/20,Real Estate
UCBI,United Comm Banks,19.36,1.91,+10.95%,19.41,17.3,537000,03/13/20,Financial Services
UCTT,Ultra Clean Holdings,17.03,1.19,+7.51%,17.18,15.23,633700,03/13/20,Technology
UEIC,Universal Elect IN,33.77,-0.06,-0.18%,35.57,33.07,102700,03/13/20,Technology
UFCS,United Fire Group,31.64,4.14,+15.05%,31.64,27.54,93200,03/13/20,Financial Services
UFI,Unifi Inc,15.45,1.33,+9.42%,15.46,14.18,122900,03/13/20,Consumer Cyclical
UFPI,Universal Forest Prd,39.78,3.92,+10.93%,39.78,35.18,695200,03/13/20,Basic Materials
UHT,Universal Health Realty Income Trust,84.49,3.9,+4.84%,85.27,77.36,112600,03/13/20,Real Estate
UIHC,United Insurance Hld,9.12,1.18,+14.86%,9.15,8.0,122200,03/13/20,Financial Services
UIS,Unisys Corp,9.38,0.79,+9.20%,9.7,8.5,1274100,03/13/20,Technology
UNF,Unifirst Corp,169.72,15.05,+9.73%,169.78,157.0,222300,03/13/20,Industrials
UNFI,United Nat Foods,5.72,0.29,+5.34%,6.0,5.31,2199600,03/13/20,Consumer Defensive
UNIT,Uniti Group Inc,6.7,0.14,+2.13%,7.47,6.23,3832800,03/13/20,Real Estate
USCR,U S Concrete Inc,15.33,0.06,+0.39%,17.58,14.54,588300,03/13/20,Basic Materials
USNA,Usana Health Sciences Inc,62.23,1.55,+2.55%,64.88,61.0,301200,03/13/20,Consumer Defensive
USPH,U.S. Physical Therapy,90.86,8.52,+10.35%,90.86,80.3,150800,03/13/20,Healthcare
UVE,Universal Insurance Holdings Inc,20.16,2.39,+13.45%,20.18,18.24,339700,03/13/20,Financial Services
UVV,Universal Corp,42.42,2.29,+5.71%,42.53,40.54,360700,03/13/20,Consumer Defensive
VAL,Valaris Plc,0.82,0.16,+24.82%,0.89,0.63,14093500,03/13/20,Energy
VBTX,Veritex Holdings,17.32,1.28,+7.98%,18.04,15.53,1031500,03/13/20,Financial Services
VECO,Veeco Instrument,10.18,0.28,+2.83%,10.65,9.51,349500,03/13/20,Technology
VG,Vonage Holdings,6.52,0.68,+11.64%,6.52,5.86,6341500,03/13/20,Communication Services
VGR,Vector Group Ltd,11.44,0.47,+4.28%,11.64,10.81,2022800,03/13/20,Consumer Defensive
VIAV,Viavi Solutions,11.22,1.1,+10.87%,11.22,10.03,3224200,03/13/20,Technology
VICR,Vicor Cp,38.85,6.01,+18.30%,38.89,33.33,452000,03/13/20,Technology
VIVO,Meridian Bioscience,6.33,0.76,+13.64%,6.33,5.51,1141300,03/13/20,Healthcare
VNDA,Vanda Pharmaceuticals,10.24,-0.08,-0.78%,10.8,9.42,1260100,03/13/20,Healthcare
VRA,Vera Bradley,5.12,0.27,+5.57%,5.41,4.63,419400,03/13/20,Consumer Cyclical
VREX,Varex Imaging Corp,19.85,-0.56,-2.74%,21.19,19.19,357100,03/13/20,Healthcare
VRTS,Virtus Inv Partners,84.87,4.3,+5.34%,88.54,77.12,64000,03/13/20,Financial Services
VRTU,Virtusa Corp,31.48,0.48,+1.55%,33.31,30.24,329100,03/13/20,Technology
VRTV,Veritiv Corp,7.25,0.98,+15.63%,7.25,6.26,184500,03/13/20,Industrials
VSTO,Vista Outdoor Inc,5.47,0.54,+10.95%,5.69,5.01,701800,03/13/20,Consumer Cyclical
VVI,Viad Corp,29.8,-0.99,-3.22%,32.34,28.11,423600,03/13/20,Industrials
WABC,Westamerica Bancorp,54.61,7.24,+15.28%,54.61,49.41,134900,03/13/20,Financial Services
WD,Walker & Dunlop,53.25,1.53,+2.96%,54.71,49.29,343900,03/13/20,Financial Services
WDFC,W D 40 Company,181.77,15.41,+9.26%,181.77,164.25,196800,03/13/20,Basic Materials
WDR,Waddell & Reed Financial,11.88,1.12,+10.41%,11.93,11.02,2572100,03/13/20,Financial Services
WETF,Wisdomtree Invstmnts,3.33,0.8,+31.62%,3.41,2.5,2293400,03/13/20,Financial Services
WGO,Winnebago Industries,32.99,1.74,+5.57%,34.0,30.07,820700,03/13/20,Consumer Cyclical
WING,Wingstop Inc,68.08,-0.18,-0.26%,72.87,63.69,885000,03/13/20,Consumer Cyclical
WIRE,Encore Wire Cp,43.84,3.22,+7.93%,43.9,41.22,168300,03/13/20,Industrials
WLL,Whiting Petroleum Corp,1.3,0.55,+72.80%,1.3,0.72,16673400,03/13/20,Energy
WNC,Wabash National Corp,8.69,0.84,+10.70%,8.7,7.8,922700,03/13/20,Industrials
WPG,Washington Prime Group Inc,1.7,0.31,+22.30%,1.84,1.4,9951000,03/13/20,Real Estate
WRE,Washington Real Estate Investment,26.61,2.58,+10.74%,26.61,24.1,642700,03/13/20,Real Estate
WRLD,World Acceptance Cp,62.61,4.61,+7.95%,70.82,52.42,182500,03/13/20,Financial Services
WSR,Whitestone REIT,9.91,1.14,+13.00%,9.91,8.83,694600,03/13/20,Real Estate
WTS,Watts Water Technologies,87.2,7.05,+8.80%,87.2,77.01,335800,03/13/20,Industrials
WWW,Wolverine World Wide,20.96,1.17,+5.91%,20.96,19.74,872400,03/13/20,Consumer Cyclical
XHR,Xenia Hotels & Resorts Inc,10.93,0.52,+5.00%,11.24,9.76,1273200,03/13/20,Real Estate
XNCR,Xencor Inc,26.47,0.96,+3.76%,27.65,22.78,797100,03/13/20,Healthcare
XPER,Xperi Corp,13.53,0.05,+0.37%,14.26,12.63,908300,03/13/20,Technology
ZEUS,Olympic Steel Inc,9.36,-0.15,-1.58%,10.16,9.03,86100,03/13/20,Basic Materials
ZUMZ,Zumiez Inc,19.16,0.8,+4.36%,26.12,17.41,1023000,03/13/20,Consumer Cyclical
